63	4	0	2012-07-08 18:00:00	2
64	4	0	2012-07-08 19:30:00	2
65	6	0	2012-07-08 14:00:00	2
66	6	0	2012-07-08 18:30:00	2
67	7	2	2012-07-08 11:00:00	2
68	7	1	2012-07-08 16:30:00	2
69	8	3	2012-07-08 10:00:00	1
70	8	3	2012-07-08 16:30:00	1
71	0	2	2012-07-09 12:30:00	3
72	0	2	2012-07-09 15:30:00	3
73	0	2	2012-07-09 19:00:00	3
74	1	0	2012-07-09 13:00:00	3
75	1	1	2012-07-09 19:00:00	3
76	2	1	2012-07-09 09:00:00	6
77	2	0	2012-07-09 19:00:00	3
78	3	3	2012-07-09 17:00:00	2
79	3	3	2012-07-09 18:30:00	2
80	4	2	2012-07-09 11:00:00	2
81	4	3	2012-07-09 14:30:00	2
82	6	0	2012-07-09 14:30:00	2
83	7	1	2012-07-09 15:30:00	2
84	7	0	2012-07-09 18:30:00	4
85	8	3	2012-07-09 09:30:00	1
86	8	3	2012-07-09 16:30:00	1
87	8	3	2012-07-09 20:00:00	1
88	0	0	2012-07-10 11:30:00	3
89	0	0	2012-07-10 16:00:00	3
90	3	2	2012-07-10 08:00:00	2
91	3	1	2012-07-10 11:00:00	2
92	3	3	2012-07-10 15:30:00	2
93	3	2	2012-07-10 16:30:00	2
94	3	1	2012-07-10 18:00:00	2
95	4	0	2012-07-10 10:00:00	2
96	4	4	2012-07-10 11:30:00	2
97	4	0	2012-07-10 15:00:00	2
98	4	3	2012-07-10 17:00:00	4
99	5	0	2012-07-10 08:30:00	2
100	6	0	2012-07-10 14:30:00	2
101	6	0	2012-07-10 19:00:00	2
102	7	4	2012-07-10 08:30:00	2
103	7	2	2012-07-10 17:30:00	2
104	8	0	2012-07-10 11:30:00	1
105	8	3	2012-07-10 12:00:00	1
106	8	3	2012-07-10 19:30:00	1
107	0	4	2012-07-11 08:00:00	3
108	0	2	2012-07-11 10:00:00	3
109	0	0	2012-07-11 12:00:00	3
110	0	0	2012-07-11 14:00:00	3
111	0	2	2012-07-11 15:30:00	3
112	0	2	2012-07-11 18:30:00	3
113	1	0	2012-07-11 12:30:00	3
114	1	0	2012-07-11 16:00:00	3
115	4	1	2012-07-11 08:00:00	2
116	4	0	2012-07-11 09:00:00	2
117	4	3	2012-07-11 11:00:00	2
118	4	0	2012-07-11 15:00:00	2
119	5	4	2012-07-11 17:00:00	2
120	6	0	2012-07-11 14:00:00	2
121	6	0	2012-07-11 19:30:00	2
122	7	0	2012-07-11 08:00:00	2
123	7	0	2012-07-11 14:00:00	2
124	7	0	2012-07-11 16:30:00	2
125	8	4	2012-07-11 11:00:00	1
126	8	3	2012-07-11 13:00:00	1
127	0	0	2012-07-12 13:30:00	3
128	0	2	2012-07-12 16:30:00	3
129	1	1	2012-07-12 11:30:00	3
130	2	1	2012-07-12 09:00:00	3
131	2	1	2012-07-12 18:30:00	3
132	3	3	2012-07-12 18:00:00	2
133	4	1	2012-07-12 16:00:00	2
134	6	0	2012-07-12 12:00:00	4
135	7	2	2012-07-12 08:00:00	2
136	7	4	2012-07-12 13:30:00	2
137	7	4	2012-07-12 16:00:00	2
138	8	3	2012-07-12 16:30:00	1
139	0	2	2012-07-13 10:30:00	3
140	0	4	2012-07-13 14:00:00	3
141	0	3	2012-07-13 17:00:00	3
142	1	1	2012-07-13 15:00:00	3
143	2	1	2012-07-13 09:00:00	3
144	2	0	2012-07-13 15:00:00	3
145	2	1	2012-07-13 16:30:00	3
146	4	0	2012-07-13 11:00:00	2
147	4	0	2012-07-13 13:30:00	2
148	4	0	2012-07-13 15:00:00	2
149	4	3	2012-07-13 16:00:00	2
150	4	4	2012-07-13 17:30:00	2
151	6	0	2012-07-13 09:30:00	2
152	7	0	2012-07-13 08:00:00	2
153	7	1	2012-07-13 11:00:00	2
154	7	4	2012-07-13 12:30:00	2
155	8	0	2012-07-13 15:30:00	1
156	8	2	2012-07-13 18:30:00	1
157	0	2	2012-07-14 08:30:00	3
158	0	4	2012-07-14 11:30:00	3
159	0	3	2012-07-14 15:00:00	3
160	1	3	2012-07-14 10:30:00	3
161	1	3	2012-07-14 12:30:00	3
162	1	0	2012-07-14 14:30:00	3
163	2	1	2012-07-14 08:30:00	3
164	3	2	2012-07-14 16:00:00	2
165	4	3	2012-07-14 08:00:00	2
166	4	1	2012-07-14 14:30:00	2
167	6	0	2012-07-14 09:30:00	2
168	6	1	2012-07-14 12:30:00	2
169	6	0	2012-07-14 15:00:00	2
170	7	2	2012-07-14 12:30:00	2
171	7	2	2012-07-14 15:00:00	2
172	7	4	2012-07-14 16:30:00	2
173	7	1	2012-07-14 19:00:00	2
174	8	3	2012-07-14 09:00:00	1
175	8	1	2012-07-14 17:00:00	1
176	0	2	2012-07-15 08:00:00	3
177	0	0	2012-07-15 16:00:00	3
178	0	2	2012-07-15 19:00:00	3
179	1	0	2012-07-15 10:00:00	3
180	1	0	2012-07-15 12:00:00	3
181	1	3	2012-07-15 15:30:00	3
182	2	1	2012-07-15 13:00:00	3
183	3	1	2012-07-15 17:30:00	2
184	4	3	2012-07-15 11:30:00	2
185	4	0	2012-07-15 15:00:00	2
186	4	3	2012-07-15 17:30:00	2
187	7	4	2012-07-15 14:30:00	2
188	7	4	2012-07-15 17:00:00	2
189	8	4	2012-07-15 10:00:00	1
190	8	2	2012-07-15 12:00:00	1
191	8	3	2012-07-15 12:30:00	1
192	8	3	2012-07-15 13:30:00	1
193	0	5	2012-07-16 11:00:00	3
194	0	5	2012-07-16 19:00:00	3
195	1	1	2012-07-16 08:00:00	3
196	1	0	2012-07-16 12:30:00	3
197	2	1	2012-07-16 16:30:00	3
198	4	3	2012-07-16 09:00:00	2
199	4	1	2012-07-16 11:00:00	2
200	4	3	2012-07-16 12:00:00	2
201	4	3	2012-07-16 17:30:00	2
202	6	0	2012-07-16 18:30:00	2
203	7	4	2012-07-16 08:00:00	2
204	7	2	2012-07-16 11:30:00	2
205	7	4	2012-07-16 12:30:00	2
206	7	5	2012-07-16 14:00:00	2
207	8	4	2012-07-16 12:00:00	1
208	8	1	2012-07-16 15:00:00	1
209	8	4	2012-07-16 18:00:00	1
210	8	3	2012-07-16 19:30:00	1
211	0	5	2012-07-17 12:30:00	3
212	0	5	2012-07-17 18:00:00	3
213	1	1	2012-07-17 10:00:00	3
214	1	4	2012-07-17 14:30:00	3
215	2	5	2012-07-17 10:30:00	3
216	2	1	2012-07-17 12:30:00	3
217	2	1	2012-07-17 15:30:00	3
218	2	2	2012-07-17 19:00:00	3
219	3	1	2012-07-17 14:00:00	2
220	3	2	2012-07-17 15:00:00	2
221	4	0	2012-07-17 09:00:00	2
222	4	3	2012-07-17 10:30:00	2
223	4	3	2012-07-17 12:00:00	2
224	4	5	2012-07-17 16:00:00	2
225	4	3	2012-07-17 18:30:00	2
226	5	0	2012-07-17 13:30:00	2
227	6	4	2012-07-17 12:00:00	2
228	6	0	2012-07-17 14:00:00	2
229	7	4	2012-07-17 08:00:00	2
230	7	5	2012-07-17 14:00:00	2
231	7	4	2012-07-17 16:00:00	2
232	8	3	2012-07-17 08:30:00	1
233	8	2	2012-07-17 11:00:00	1
234	8	3	2012-07-17 11:30:00	1
235	8	3	2012-07-17 14:30:00	1
236	8	0	2012-07-17 15:00:00	1
237	8	3	2012-07-17 15:30:00	1
238	8	3	2012-07-17 18:00:00	1
239	8	3	2012-07-17 20:00:00	1
240	0	5	2012-07-18 13:00:00	3
241	0	5	2012-07-18 17:30:00	3
242	1	0	2012-07-18 14:00:00	3
243	1	0	2012-07-18 16:30:00	3
244	2	1	2012-07-18 14:00:00	3
245	3	2	2012-07-18 11:30:00	2
246	3	3	2012-07-18 19:00:00	2
247	4	1	2012-07-18 08:30:00	2
248	4	4	2012-07-18 10:00:00	2
249	4	5	2012-07-18 19:00:00	2
250	5	0	2012-07-18 14:30:00	2
251	6	0	2012-07-18 10:30:00	2
252	6	0	2012-07-18 13:00:00	2
253	6	0	2012-07-18 15:00:00	2
254	6	1	2012-07-18 19:30:00	2
255	7	4	2012-07-18 08:30:00	2
256	7	4	2012-07-18 11:00:00	2
257	8	3	2012-07-18 11:00:00	1
258	8	0	2012-07-18 13:00:00	1
259	8	3	2012-07-18 14:30:00	1
260	8	4	2012-07-18 16:00:00	1
261	8	3	2012-07-18 16:30:00	1
262	8	4	2012-07-18 20:00:00	1
263	0	2	2012-07-19 08:30:00	3
264	0	4	2012-07-19 10:30:00	3
265	0	5	2012-07-19 12:00:00	3
266	0	0	2012-07-19 13:30:00	3
267	0	5	2012-07-19 16:30:00	3
268	1	1	2012-07-19 11:30:00	3
269	1	0	2012-07-19 15:00:00	3
270	1	0	2012-07-19 18:30:00	3
271	2	1	2012-07-19 09:30:00	3
272	2	0	2012-07-19 11:30:00	3
273	2	1	2012-07-19 14:30:00	3
274	2	2	2012-07-19 16:00:00	3
275	3	3	2012-07-19 08:30:00	2
276	3	3	2012-07-19 17:00:00	2
277	3	3	2012-07-19 18:30:00	2
278	4	3	2012-07-19 12:00:00	2
279	4	5	2012-07-19 14:30:00	2
280	4	0	2012-07-19 16:30:00	2
281	4	1	2012-07-19 18:30:00	2
282	4	0	2012-07-19 19:30:00	2
283	5	0	2012-07-19 08:30:00	2
284	6	4	2012-07-19 12:30:00	2
285	6	2	2012-07-19 14:00:00	2
286	6	0	2012-07-19 15:00:00	2
287	6	0	2012-07-19 16:30:00	2
288	7	2	2012-07-19 13:00:00	2
289	7	0	2012-07-19 14:00:00	2
290	7	0	2012-07-19 16:30:00	2
291	7	4	2012-07-19 17:30:00	4
292	8	3	2012-07-19 11:00:00	1
293	8	1	2012-07-19 13:30:00	1
294	8	3	2012-07-19 14:30:00	1
295	8	3	2012-07-19 18:00:00	1
296	8	3	2012-07-19 20:00:00	1
297	0	3	2012-07-20 08:00:00	3
298	0	5	2012-07-20 12:00:00	3
299	0	5	2012-07-20 14:00:00	3
300	0	5	2012-07-20 17:30:00	3
301	0	0	2012-07-20 19:00:00	3
302	1	2	2012-07-20 08:30:00	3
303	1	3	2012-07-20 12:00:00	3
304	1	4	2012-07-20 13:30:00	3
305	2	1	2012-07-20 14:30:00	3
306	3	3	2012-07-20 15:00:00	2
307	3	1	2012-07-20 17:30:00	2
308	4	5	2012-07-20 08:00:00	2
309	4	0	2012-07-20 13:00:00	2
310	4	1	2012-07-20 16:30:00	2
311	4	0	2012-07-20 17:30:00	2
312	4	3	2012-07-20 18:30:00	2
313	6	0	2012-07-20 11:00:00	2
314	6	4	2012-07-20 12:30:00	2
315	6	2	2012-07-20 15:00:00	2
316	6	0	2012-07-20 16:00:00	4
317	7	2	2012-07-20 12:30:00	2
318	7	2	2012-07-20 16:00:00	2
319	7	4	2012-07-20 19:30:00	2
320	8	1	2012-07-20 09:00:00	1
321	8	2	2012-07-20 12:00:00	1
322	8	3	2012-07-20 19:30:00	1
323	0	0	2012-07-21 08:00:00	3
324	0	5	2012-07-21 11:00:00	3
325	0	5	2012-07-21 13:30:00	3
326	0	4	2012-07-21 15:30:00	3
327	1	1	2012-07-21 09:30:00	3
328	1	0	2012-07-21 11:00:00	3
329	2	0	2012-07-21 10:30:00	3
330	2	1	2012-07-21 13:30:00	3
331	3	2	2012-07-21 08:00:00	2
332	4	0	2012-07-21 09:00:00	2
333	4	3	2012-07-21 10:30:00	2
334	4	0	2012-07-21 14:00:00	4
335	4	3	2012-07-21 16:00:00	2
336	4	1	2012-07-21 17:00:00	2
337	4	0	2012-07-21 19:00:00	2
338	6	4	2012-07-21 08:00:00	2
339	6	0	2012-07-21 09:30:00	2
340	6	0	2012-07-21 12:00:00	2
341	8	3	2012-07-21 09:30:00	1
342	8	3	2012-07-21 11:30:00	1
343	8	3	2012-07-21 18:00:00	2
344	8	3	2012-07-21 19:30:00	1
345	0	5	2012-07-22 10:00:00	3
346	0	0	2012-07-22 16:00:00	3
347	0	2	2012-07-22 18:00:00	3
348	1	0	2012-07-22 08:30:00	3
349	1	0	2012-07-22 10:30:00	3
350	1	5	2012-07-22 18:30:00	3
351	2	1	2012-07-22 08:30:00	3
352	2	1	2012-07-22 13:30:00	3
353	2	1	2012-07-22 16:30:00	3
354	3	3	2012-07-22 11:30:00	2
355	3	2	2012-07-22 14:00:00	2
356	4	4	2012-07-22 08:00:00	2
357	4	3	2012-07-22 10:30:00	2
358	4	0	2012-07-22 12:00:00	2
359	4	5	2012-07-22 13:00:00	2
360	4	0	2012-07-22 16:30:00	2
361	4	1	2012-07-22 18:00:00	2
362	4	3	2012-07-22 19:30:00	2
363	6	4	2012-07-22 10:30:00	4
364	6	0	2012-07-22 14:30:00	2
365	6	0	2012-07-22 16:30:00	2
366	7	2	2012-07-22 10:30:00	2
367	7	2	2012-07-22 12:00:00	2
368	8	3	2012-07-22 16:00:00	1
369	8	3	2012-07-22 17:00:00	1
370	8	2	2012-07-22 17:30:00	1
371	0	0	2012-07-23 09:30:00	3
372	0	0	2012-07-23 12:00:00	3
373	0	5	2012-07-23 17:00:00	3
374	1	1	2012-07-23 10:00:00	3
375	1	4	2012-07-23 12:30:00	3
376	1	4	2012-07-23 15:30:00	3
377	1	0	2012-07-23 17:00:00	3
378	1	4	2012-07-23 19:00:00	3
379	2	1	2012-07-23 08:00:00	3
380	2	5	2012-07-23 11:30:00	3
381	2	1	2012-07-23 13:00:00	3
382	2	1	2012-07-23 15:00:00	3
383	3	2	2012-07-23 09:30:00	2
384	3	2	2012-07-23 19:00:00	2
385	4	4	2012-07-23 10:00:00	2
386	4	0	2012-07-23 16:30:00	2
387	4	3	2012-07-23 19:00:00	2
388	5	3	2012-07-23 13:00:00	2
389	6	0	2012-07-23 13:30:00	2
390	6	0	2012-07-23 15:00:00	4
391	6	0	2012-07-23 19:00:00	2
392	7	5	2012-07-23 16:00:00	2
393	7	4	2012-07-23 18:00:00	2
394	8	3	2012-07-23 08:30:00	3
395	8	3	2012-07-23 11:00:00	1
396	8	3	2012-07-23 14:00:00	2
397	8	2	2012-07-23 15:00:00	1
398	0	0	2012-07-24 11:00:00	3
399	0	4	2012-07-24 13:00:00	3
400	0	5	2012-07-24 14:30:00	3
401	1	4	2012-07-24 11:00:00	3
402	1	0	2012-07-24 16:00:00	6
403	1	1	2012-07-24 19:00:00	3
404	2	1	2012-07-24 09:00:00	3
405	2	2	2012-07-24 12:30:00	3
406	3	3	2012-07-24 09:00:00	2
407	3	3	2012-07-24 17:30:00	2
408	4	0	2012-07-24 08:30:00	2
409	4	5	2012-07-24 09:30:00	2
410	4	0	2012-07-24 11:30:00	2
411	4	1	2012-07-24 14:30:00	2
412	4	0	2012-07-24 15:30:00	2
413	4	0	2012-07-24 17:30:00	2
414	4	0	2012-07-24 19:30:00	2
415	5	5	2012-07-24 16:30:00	2
416	6	0	2012-07-24 09:30:00	2
417	6	0	2012-07-24 14:30:00	2
418	7	4	2012-07-24 09:30:00	2
419	7	5	2012-07-24 11:30:00	2
420	7	2	2012-07-24 16:30:00	2
421	7	4	2012-07-24 18:00:00	2
422	7	2	2012-07-24 19:30:00	2
423	8	3	2012-07-24 08:30:00	1
424	8	3	2012-07-24 10:30:00	2
425	8	3	2012-07-24 12:00:00	1
426	8	3	2012-07-24 14:00:00	1
427	8	0	2012-07-24 15:00:00	1
428	8	4	2012-07-24 16:30:00	1
429	8	0	2012-07-24 20:00:00	1
430	0	5	2012-07-25 08:00:00	3
431	0	0	2012-07-25 12:30:00	3
432	0	0	2012-07-25 16:30:00	3
433	1	1	2012-07-25 08:00:00	3
434	1	0	2012-07-25 10:30:00	3
435	1	4	2012-07-25 15:00:00	3
436	2	1	2012-07-25 13:30:00	3
437	2	1	2012-07-25 17:30:00	3
438	3	2	2012-07-25 10:00:00	2
439	3	3	2012-07-25 14:00:00	4
440	3	3	2012-07-25 17:00:00	2
441	3	2	2012-07-25 18:30:00	2
442	4	3	2012-07-25 08:30:00	2
443	4	0	2012-07-25 09:30:00	4
444	4	3	2012-07-25 11:30:00	4
445	4	5	2012-07-25 13:30:00	4
446	4	3	2012-07-25 16:00:00	2
447	4	3	2012-07-25 18:00:00	2
448	4	3	2012-07-25 19:30:00	2
449	5	0	2012-07-25 18:30:00	2
450	6	4	2012-07-25 08:30:00	2
451	6	1	2012-07-25 09:30:00	2
452	6	0	2012-07-25 12:00:00	2
453	6	0	2012-07-25 13:30:00	2
454	6	0	2012-07-25 16:30:00	4
455	6	5	2012-07-25 19:00:00	2
456	7	5	2012-07-25 10:30:00	2
457	7	2	2012-07-25 14:00:00	2
458	7	2	2012-07-25 16:00:00	2
459	8	3	2012-07-25 08:00:00	1
460	8	3	2012-07-25 10:00:00	1
461	8	4	2012-07-25 14:30:00	1
462	8	1	2012-07-25 16:00:00	1
463	8	2	2012-07-25 20:00:00	1
464	0	4	2012-07-26 09:00:00	3
465	0	0	2012-07-26 11:30:00	3
466	0	4	2012-07-26 18:00:00	3
467	1	8	2012-07-26 08:00:00	3
468	1	8	2012-07-26 11:30:00	3
469	1	8	2012-07-26 13:30:00	3
470	1	1	2012-07-26 15:00:00	3
471	1	0	2012-07-26 16:30:00	3
472	1	6	2012-07-26 19:00:00	3
473	2	1	2012-07-26 08:30:00	3
474	2	2	2012-07-26 11:00:00	6
475	2	7	2012-07-26 14:00:00	3
476	2	2	2012-07-26 17:00:00	3
477	2	3	2012-07-26 19:00:00	3
478	3	0	2012-07-26 09:00:00	2
479	3	0	2012-07-26 13:30:00	2
480	3	3	2012-07-26 16:00:00	2
481	4	3	2012-07-26 08:00:00	2
482	4	6	2012-07-26 09:00:00	2
483	4	0	2012-07-26 12:00:00	2
484	4	5	2012-07-26 13:30:00	2
485	4	6	2012-07-26 16:00:00	2
486	4	7	2012-07-26 17:30:00	2
487	6	0	2012-07-26 10:00:00	4
488	6	0	2012-07-26 13:00:00	2
489	6	0	2012-07-26 19:00:00	2
490	7	7	2012-07-26 09:30:00	2
491	7	6	2012-07-26 11:00:00	2
492	7	5	2012-07-26 12:30:00	2
493	7	4	2012-07-26 13:30:00	2
494	7	5	2012-07-26 17:00:00	2
495	8	3	2012-07-26 12:00:00	1
496	8	3	2012-07-26 13:30:00	1
497	8	2	2012-07-26 15:00:00	1
498	8	1	2012-07-26 16:30:00	1
499	8	3	2012-07-26 17:00:00	1
500	0	4	2012-07-27 08:00:00	3
501	0	5	2012-07-27 11:00:00	3
502	0	6	2012-07-27 14:00:00	3
503	0	6	2012-07-27 17:30:00	3
504	1	0	2012-07-27 10:00:00	3
505	1	7	2012-07-27 11:30:00	3
506	1	0	2012-07-27 13:00:00	3
507	1	0	2012-07-27 15:00:00	3
508	1	0	2012-07-27 18:00:00	3
509	2	1	2012-07-27 12:00:00	6
510	3	0	2012-07-27 10:30:00	2
511	3	2	2012-07-27 14:00:00	2
512	3	3	2012-07-27 19:00:00	2
513	4	1	2012-07-27 10:00:00	4
514	4	6	2012-07-27 12:30:00	2
515	4	0	2012-07-27 14:00:00	4
516	4	0	2012-07-27 16:30:00	2
517	4	1	2012-07-27 17:30:00	2
518	4	0	2012-07-27 18:30:00	2
519	5	7	2012-07-27 18:00:00	2
520	6	0	2012-07-27 09:00:00	2
521	6	5	2012-07-27 14:00:00	2
522	6	8	2012-07-27 16:30:00	2
523	7	2	2012-07-27 18:00:00	2
524	7	4	2012-07-27 19:00:00	2
525	8	3	2012-07-27 09:00:00	1
526	8	3	2012-07-27 12:30:00	1
527	8	3	2012-07-27 16:00:00	1
528	8	6	2012-07-27 16:30:00	1
529	8	0	2012-07-27 18:30:00	1
530	0	7	2012-07-28 08:00:00	9
531	0	4	2012-07-28 13:00:00	3
532	0	5	2012-07-28 15:00:00	3
533	0	2	2012-07-28 19:00:00	3
534	1	1	2012-07-28 08:00:00	3
535	1	0	2012-07-28 10:00:00	3
536	1	0	2012-07-28 16:00:00	3
537	1	7	2012-07-28 17:30:00	3
538	2	1	2012-07-28 10:00:00	3
539	2	1	2012-07-28 14:00:00	3
540	2	1	2012-07-28 17:00:00	3
541	2	5	2012-07-28 18:30:00	3
542	3	3	2012-07-28 08:30:00	2
543	3	3	2012-07-28 15:30:00	2
544	4	0	2012-07-28 09:00:00	2
545	4	3	2012-07-28 10:30:00	4
546	4	0	2012-07-28 12:30:00	2
547	4	8	2012-07-28 16:00:00	2
548	4	0	2012-07-28 19:00:00	2
549	5	0	2012-07-28 18:00:00	2
550	6	0	2012-07-28 17:00:00	2
551	6	0	2012-07-28 18:30:00	2
552	7	2	2012-07-28 09:00:00	2
553	7	5	2012-07-28 10:00:00	2
554	7	6	2012-07-28 12:30:00	2
555	7	8	2012-07-28 17:00:00	4
556	8	2	2012-07-28 16:00:00	1
557	8	3	2012-07-28 16:30:00	1
558	8	4	2012-07-28 19:00:00	1
559	0	7	2012-07-29 09:30:00	3
560	0	2	2012-07-29 11:00:00	3
561	0	6	2012-07-29 13:00:00	3
562	0	5	2012-07-29 15:00:00	3
563	0	0	2012-07-29 17:00:00	3
564	1	8	2012-07-29 09:30:00	3
565	1	0	2012-07-29 15:00:00	3
566	1	8	2012-07-29 16:30:00	3
567	2	1	2012-07-29 08:30:00	3
568	2	1	2012-07-29 12:00:00	6
569	2	1	2012-07-29 15:30:00	3
570	4	3	2012-07-29 08:00:00	2
571	4	0	2012-07-29 09:00:00	2
572	4	3	2012-07-29 10:30:00	2
573	4	8	2012-07-29 11:30:00	4
574	4	8	2012-07-29 15:00:00	2
575	4	0	2012-07-29 18:30:00	2
576	6	0	2012-07-29 09:00:00	2
577	6	0	2012-07-29 10:30:00	2
578	6	6	2012-07-29 17:30:00	4
579	7	4	2012-07-29 16:00:00	2
580	7	8	2012-07-29 18:30:00	2
581	8	3	2012-07-29 12:30:00	1
582	8	7	2012-07-29 13:00:00	1
583	8	3	2012-07-29 15:30:00	1
584	8	3	2012-07-29 18:00:00	1
585	0	5	2012-07-30 14:00:00	3
586	0	6	2012-07-30 15:30:00	3
587	0	7	2012-07-30 19:00:00	3
588	1	8	2012-07-30 08:30:00	3
589	1	7	2012-07-30 11:00:00	3
590	1	2	2012-07-30 13:30:00	3
591	1	1	2012-07-30 15:30:00	3
592	2	5	2012-07-30 10:00:00	3
593	2	8	2012-07-30 11:30:00	3
594	2	7	2012-07-30 15:00:00	3
595	2	0	2012-07-30 17:30:00	3
596	3	3	2012-07-30 11:30:00	2
597	3	4	2012-07-30 16:30:00	2
598	4	0	2012-07-30 08:00:00	2
599	4	0	2012-07-30 10:30:00	2
600	4	0	2012-07-30 12:00:00	2
601	4	7	2012-07-30 18:00:00	2
602	4	3	2012-07-30 19:30:00	2
603	5	0	2012-07-30 12:30:00	2
604	5	0	2012-07-30 14:00:00	2
605	6	0	2012-07-30 08:30:00	2
606	6	0	2012-07-30 12:00:00	2
607	6	0	2012-07-30 14:30:00	2
608	6	0	2012-07-30 17:30:00	2
609	7	7	2012-07-30 08:00:00	2
610	7	6	2012-07-30 09:30:00	2
611	7	8	2012-07-30 14:30:00	2
612	7	5	2012-07-30 16:30:00	2
613	7	4	2012-07-30 18:00:00	2
614	7	6	2012-07-30 19:00:00	2
615	8	3	2012-07-30 08:30:00	1
616	8	2	2012-07-30 09:00:00	1
617	8	2	2012-07-30 11:00:00	1
618	8	2	2012-07-30 12:30:00	1
619	8	3	2012-07-30 15:00:00	2
620	8	5	2012-07-30 16:00:00	1
621	8	2	2012-07-30 16:30:00	1
622	8	3	2012-07-30 18:30:00	1
623	8	1	2012-07-30 19:30:00	1
624	0	7	2012-07-31 09:30:00	3
625	0	0	2012-07-31 11:00:00	3
626	0	0	2012-07-31 15:00:00	3
627	0	5	2012-07-31 17:00:00	3
628	0	0	2012-07-31 18:30:00	3
629	1	0	2012-07-31 08:00:00	3
630	1	7	2012-07-31 13:00:00	3
631	2	1	2012-07-31 16:30:00	3
632	3	3	2012-07-31 08:30:00	2
633	3	1	2012-07-31 13:00:00	2
634	3	1	2012-07-31 15:30:00	2
635	4	8	2012-07-31 09:30:00	2
636	4	0	2012-07-31 11:00:00	2
637	4	3	2012-07-31 12:00:00	2
638	4	2	2012-07-31 13:00:00	2
639	4	3	2012-07-31 14:00:00	2
640	4	0	2012-07-31 15:00:00	2
641	4	6	2012-07-31 17:00:00	2
642	4	7	2012-07-31 18:30:00	2
643	4	0	2012-07-31 19:30:00	2
644	6	0	2012-07-31 09:00:00	2
645	6	5	2012-07-31 10:00:00	2
646	6	6	2012-07-31 11:00:00	2
647	6	0	2012-07-31 14:30:00	2
648	6	6	2012-07-31 16:00:00	2
649	7	4	2012-07-31 18:30:00	2
650	8	3	2012-07-31 10:00:00	1
651	8	3	2012-07-31 11:30:00	1
652	8	5	2012-07-31 12:00:00	1
653	8	7	2012-07-31 12:30:00	1
654	8	8	2012-07-31 13:30:00	1
655	8	6	2012-07-31 14:00:00	1
656	8	4	2012-07-31 17:00:00	1
657	8	2	2012-07-31 17:30:00	1
658	0	5	2012-08-01 15:30:00	3
659	0	5	2012-08-01 18:00:00	3
660	1	8	2012-08-01 09:00:00	9
661	1	8	2012-08-01 17:30:00	3
662	2	1	2012-08-01 09:30:00	6
663	2	1	2012-08-01 14:30:00	3
664	2	1	2012-08-01 16:30:00	3
665	3	7	2012-08-01 13:00:00	2
